route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
023R,20260701-Holiday1-1-26-06-1111111,33238616,"Downtown",0,1,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238617,"Mill Woods",1,1,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238618,"Downtown",0,1,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238619,"Mill Woods",1,1,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238620,"Downtown",0,1,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238621,"Mill Woods",1,1,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238622,"Downtown",0,1,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238623,"Mill Woods",1,1,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238624,"Downtown",0,1,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238625,"Mill Woods",1,1,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238626,"Downtown",0,1,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238627,"Mill Woods",1,1,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238628,"Downtown",0,1,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238629,"Mill Woods",1,1,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238630,"Downtown",0,1,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238631,"Mill Woods",1,1,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238632,"Downtown",0,1,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238633,"Mill Woods",1,1,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238634,"Downtown",0,1,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238635,"Mill Woods",1,1,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238636,"Downtown",0,1,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238637,"Mill Woods",1,1,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238638,"Downtown",0,1,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238639,"Mill Woods",1,1,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238640,"Downtown",0,1,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238641,"Mill Woods",1,1,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238642,"Downtown",0,1,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238643,"Mill Woods",1,1,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238644,"Downtown",0,1,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238645,"Mill Woods",1,1,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238646,"Downtown",0,1,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238647,"Mill Woods",1,1,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238648,"Downtown",0,3,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238649,"Mill Woods",1,3,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238650,"Downtown",0,3,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238651,"Mill Woods",1,3,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238652,"Downtown",0,3,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238653,"Mill Woods",1,3,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238654,"Downtown",0,3,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238655,"Mill Woods",1,3,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238656,"Downtown",0,3,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238657,"Mill Woods",1,3,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238658,"Downtown",0,3,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238659,"Mill Woods",1,3,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238660,"Downtown",0,3,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238661,"Mill Woods",1,3,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238662,"Downtown",0,3,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238663,"Mill Woods",1,3,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238664,"Downtown",0,3,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238665,"Mill Woods",1,3,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238666,"Downtown",0,3,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238667,"Mill Woods",1,3,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238668,"Downtown",0,3,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238669,"Mill Woods",1,3,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238670,"Downtown",0,3,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238671,"Mill Woods",1,3,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238672,"Downtown",0,3,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238673,"Mill Woods",1,3,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238674,"Downtown",0,3,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238675,"Mill Woods",1,3,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238676,"Downtown",0,3,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238677,"Mill Woods",1,3,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238678,"Downtown",0,3,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238679,"Downtown",0,5,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238680,"Mill Woods",1,5,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238681,"Downtown",0,5,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238682,"Mill Woods",1,5,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238683,"Downtown",0,5,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238684,"Mill Woods",1,5,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238685,"Downtown",0,5,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238686,"Mill Woods",1,5,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238687,"Downtown",0,5,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238688,"Mill Woods",1,5,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238689,"Downtown",0,5,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238690,"Mill Woods",1,5,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238691,"Downtown",0,5,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238692,"Mill Woods",1,5,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238693,"Downtown",0,5,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238694,"Mill Woods",1,5,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238695,"Downtown",0,5,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238696,"Mill Woods",1,5,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238697,"Downtown",0,5,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238698,"Mill Woods",1,5,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238699,"Downtown",0,5,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238700,"Mill Woods",1,5,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238701,"Downtown",0,5,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238702,"Mill Woods",1,5,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238703,"Downtown",0,5,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238704,"Mill Woods",1,5,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238705,"Downtown",0,5,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238706,"Mill Woods",1,5,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238707,"Downtown",0,5,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238708,"Mill Woods",1,5,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238709,"Downtown",0,5,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238710,"Mill Woods",1,2,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238711,"Downtown",0,2,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238712,"Mill Woods",1,2,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238713,"Downtown",0,2,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238714,"Mill Woods",1,2,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238715,"Downtown",0,2,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238716,"Mill Woods",1,2,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238717,"Downtown",0,2,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238718,"Mill Woods",1,2,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238719,"Downtown",0,2,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238720,"Mill Woods",1,2,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238721,"Downtown",0,2,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238722,"Mill Woods",1,2,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238723,"Downtown",0,2,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238724,"Mill Woods",1,2,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238725,"Downtown",0,2,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238726,"Mill Woods",1,2,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238727,"Downtown",0,2,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238728,"Mill Woods",1,2,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238729,"Downtown",0,2,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238730,"Mill Woods",1,2,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238731,"Downtown",0,2,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238732,"Mill Woods",1,2,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238733,"Downtown",0,2,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238734,"Mill Woods",1,2,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238735,"Downtown",0,2,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238736,"Mill Woods",1,2,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238737,"Downtown",0,2,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238738,"Mill Woods",1,2,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238739,"Downtown",0,2,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238740,"Mill Woods",1,2,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238741,"Downtown",0,2,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238742,"Mill Woods",1,4,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238743,"Downtown",0,4,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238744,"Mill Woods",1,4,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238745,"Downtown",0,4,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238746,"Mill Woods",1,4,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238747,"Downtown",0,4,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238748,"Mill Woods",1,4,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238749,"Downtown",0,4,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238750,"Mill Woods",1,4,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238751,"Downtown",0,4,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238752,"Mill Woods",1,4,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238753,"Downtown",0,4,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238754,"Mill Woods",1,4,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238755,"Downtown",0,4,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238756,"Mill Woods",1,4,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238757,"Downtown",0,4,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238758,"Mill Woods",1,4,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238759,"Downtown",0,4,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238760,"Mill Woods",1,4,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238761,"Downtown",0,4,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238762,"Mill Woods",1,4,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238763,"Downtown",0,4,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238764,"Mill Woods",1,4,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238765,"Downtown",0,4,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238766,"Mill Woods",1,4,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238767,"Downtown",0,4,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238768,"Mill Woods",1,4,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238769,"Downtown",0,4,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238770,"Mill Woods",1,4,023R-43-South,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238771,"Downtown",0,4,023R-18-North,1,1
023R,20260701-Holiday1-1-26-06-1111111,33238772,"Mill Woods",1,4,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817887,"Downtown",0,1,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817888,"Mill Woods",1,1,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817889,"Downtown",0,1,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817890,"Mill Woods",1,1,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817891,"Downtown",0,1,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817892,"Mill Woods",1,1,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817893,"Downtown",0,1,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817894,"Mill Woods",1,1,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817895,"Downtown",0,1,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817896,"Mill Woods",1,1,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817897,"Downtown",0,1,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817898,"Mill Woods",1,1,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817899,"Downtown",0,1,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817900,"Mill Woods",1,1,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817901,"Downtown",0,1,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817902,"Mill Woods",1,1,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817903,"Downtown",0,1,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817904,"Mill Woods",1,1,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817905,"Downtown",0,1,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817906,"Mill Woods",1,1,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817907,"Downtown",0,1,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817908,"Mill Woods",1,1,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817909,"Downtown",0,1,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817910,"Mill Woods",1,1,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817911,"Downtown",0,1,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817912,"Mill Woods",1,1,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817913,"Downtown",0,1,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817914,"Mill Woods",1,1,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817915,"Downtown",0,1,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817916,"Mill Woods",1,1,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817917,"Downtown",0,1,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817918,"Mill Woods",1,1,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817919,"Downtown",0,3,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817920,"Mill Woods",1,3,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817921,"Downtown",0,3,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817922,"Mill Woods",1,3,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817923,"Downtown",0,3,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817924,"Mill Woods",1,3,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817925,"Downtown",0,3,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817926,"Mill Woods",1,3,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817927,"Downtown",0,3,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817928,"Mill Woods",1,3,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817929,"Downtown",0,3,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817930,"Mill Woods",1,3,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817931,"Downtown",0,3,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817932,"Mill Woods",1,3,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817933,"Downtown",0,3,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817934,"Mill Woods",1,3,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817935,"Downtown",0,3,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817936,"Mill Woods",1,3,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817937,"Downtown",0,3,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817938,"Mill Woods",1,3,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817939,"Downtown",0,3,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817940,"Mill Woods",1,3,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817941,"Downtown",0,3,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817942,"Mill Woods",1,3,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817943,"Downtown",0,3,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817944,"Mill Woods",1,3,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817945,"Downtown",0,3,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817946,"Mill Woods",1,3,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817947,"Downtown",0,3,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817948,"Mill Woods",1,3,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817949,"Downtown",0,3,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817950,"Downtown",0,5,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817951,"Mill Woods",1,5,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817952,"Downtown",0,5,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817953,"Mill Woods",1,5,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817954,"Downtown",0,5,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817955,"Mill Woods",1,5,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817956,"Downtown",0,5,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817957,"Mill Woods",1,5,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817958,"Downtown",0,5,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817959,"Mill Woods",1,5,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817960,"Downtown",0,5,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817961,"Mill Woods",1,5,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817962,"Downtown",0,5,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817963,"Mill Woods",1,5,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817964,"Downtown",0,5,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817965,"Mill Woods",1,5,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817966,"Downtown",0,5,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817967,"Mill Woods",1,5,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817968,"Downtown",0,5,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817969,"Mill Woods",1,5,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817970,"Downtown",0,5,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817971,"Mill Woods",1,5,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817972,"Downtown",0,5,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817973,"Mill Woods",1,5,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817974,"Downtown",0,5,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817975,"Mill Woods",1,5,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817976,"Downtown",0,5,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817977,"Mill Woods",1,5,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817978,"Downtown",0,5,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817979,"Mill Woods",1,5,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817980,"Downtown",0,5,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817981,"Mill Woods",1,2,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817982,"Downtown",0,2,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817983,"Mill Woods",1,2,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817984,"Downtown",0,2,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817985,"Mill Woods",1,2,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817986,"Downtown",0,2,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817987,"Mill Woods",1,2,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817988,"Downtown",0,2,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817989,"Mill Woods",1,2,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817990,"Downtown",0,2,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817991,"Mill Woods",1,2,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817992,"Downtown",0,2,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817993,"Mill Woods",1,2,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817994,"Downtown",0,2,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817995,"Mill Woods",1,2,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817996,"Downtown",0,2,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817997,"Mill Woods",1,2,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32817998,"Downtown",0,2,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32817999,"Mill Woods",1,2,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32818000,"Downtown",0,2,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32818001,"Mill Woods",1,2,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32818002,"Downtown",0,2,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32818003,"Mill Woods",1,2,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32818004,"Downtown",0,2,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32818005,"Mill Woods",1,2,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32818006,"Downtown",0,2,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32818007,"Mill Woods",1,2,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32818008,"Downtown",0,2,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32818009,"Mill Woods",1,2,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32818010,"Downtown",0,2,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32818011,"Mill Woods",1,2,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32818012,"Downtown",0,2,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32818013,"Mill Woods",1,4,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32818014,"Downtown",0,4,023R-18-North,1,1
023R,20260719-Sunday-1-26-06-0000001,32818015,"Mill Woods",1,4,023R-43-South,1,1
023R,20260719-Sunday-1-26-06-0000001,32818016,"Downtown",0,4,023R-18-North,1,1
